Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Like Janis,156,Rodriguez,Cold Fact,Rock,0,8
To Whom It May Concern,202,Rodriguez,Coming from Reality,Rock,0,8
Tumbling Dice,227,The Rolling Stones,Exile On Main Street (Deluxe Edition),Rock,0,8
Óli,110,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,8
Spanish Air,366,Slowdive,Just for a Day,Alternative,0,8
Brighter,230,Slowdive,Just for a Day,Alternative,0,8
The Sadman,287,Slowdive,Just for a Day,Alternative,0,8
Hand In Glove,197,The Smiths,The Sound of The Smiths,Alternative,0,8
How Soon Is Now?,407,The Smiths,The Sound of The Smiths,Alternative,0,8
Nowhere Fast,158,The Smiths,The Sound of The Smiths,Alternative,0,8
There Is a Light That Never Goes Out,245,The Smiths,The Sound of The Smiths,Alternative,0,8
I'll Never Let Go,284,Snow Patrol,Fallen Empires,Alternative,0,8
Those Distant Bells,197,Snow Patrol,Fallen Empires,Alternative,0,8
Good Time Girl (feat. Charlie Barker),185,Sofi Tukker,Treehouse,Dance,0,8
Lotus Groves,296,Soft Machine,Land of Cockayne,Pop,0,8
Slo Fuzz,385,Sol Seppy,The Bells Of 1 2,Alternative,0,8
Enter One,376,Sol Seppy,The Bells Of 1 2,Alternative,2,8
The Minor Tough,163,Spoon,A Series of Sneaks,Alternative,0,8
Improvisation 1,219,Stephane Wrembel,The Django Experiment V,Jazz,0,8
Nympheas,244,Stephane Wrembel,The Django Experiment V,Jazz,0,8
I Can't Sleep,210,Still Corners,Strange Pleasures (Bonus Track Version),Alternative,0,8
I Wanna Be Your Dog (Alternate Vocal),207,The Stooges,The Stooges,Rock,0,8
Visions of Gideon,248,Sufjan Stevens,Call Me By Your Name (Original Motion Picture Soundtrack),Soundtrack,0,8
Sweetheart,218,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,8
Touch Me,264,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,8
Be Bop Kid,133,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,8
Do It Nice,324,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,8
Love Has Taken Wings,166,Them Two,Am I a Good Man / Love Has Taken Wings - Single,R&B/Soul,0,8
"You Set My Heart On Fire, Pt. 2",191,Tina Charles,I Love to Love: The Best of Tina Charles,Pop,0,8
"Peer Gynt, Op. 23: No. 10. Peer Gynt hunted by the Trolls",196,"Toralv Maurstad, Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,8
Get Your Shirt,451,Underworld & Iggy Pop,Teatime Dub Encounters - EP,Electronic,0,8
"Peer Gynt, Op. 23: No. 14. The thief and the receiver",77,"Urban Malmberg, Carl Gustaf Holmgren, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,8
"Peer Gynt, Op. 23: No. 17. Peer Gynt's serenade",188,"Urban Malmberg, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,8
Riptide,202,Vance Joy,Dream Your Life Away (Special Edition),Alternative,0,8
What's a Woman,233,Vaya Con Dios,Night Owls,Pop,0,8
Iamma (Acoustic),285,Vița de Vie,Acustic,Alternative,0,8
Everybody,284,Warhaus,Warhaus,Alternative,2,8
Before This Day,310,The Wave Pictures,City Forgiveness,Alternative,0,8
Better To Be Loved,292,The Wave Pictures,City Forgiveness,Alternative,0,8
The Yellow Roses,373,The Wave Pictures,City Forgiveness,Alternative,0,8
Golden Syrup,301,The Wave Pictures,City Forgiveness,Alternative,0,8
Mean Mutha F****n' Man,192,Wayne County & The Electric Chairs,Blatantly Offensive - EP,Alternative,2,8
Come On,248,White Lies,Friends (Deluxe Version),Alternative,0,8
Where Do I Go?,200,White Lies,Friends (Deluxe Version),Alternative,0,8
Road Runner,128,The Zombies,Begin Here,Rock,0,8
Seven Keys,125,3TM,Lake,Jazz,0,8
Skyfall,286,Adele,Skyfall - Single,Pop,0,7
Rebroff,266,ADHD,ADHD 6,Jazz,0,7
Tindlingur,305,ADHD,Adhd 7,Contemporary Jazz,0,7
Tjulli,312,ADHD,Adhd 7,Contemporary Jazz,0,7
Wise Up,202,Aimee Mann,Aimee Mann Live At St. Ann's Warehouse,Rock,2,7
Under the Bridge,301,All Saints,All Saints,Dance,0,7
4 Alarm Fire,191,Allan Rayman,Harry Hard-On,Alternative,0,7
Our Day Will Come,170,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,7
Like Smoke (feat. Nas),281,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,7
The Girl from Ipanema,169,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,7
Half Time,234,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,7
"Best Friends, Right?",176,Amy Winehouse,Lioness: Hidden Treasures,Pop,0,7
Tăcut,290,Anda Călugăreanu,Caseta Folk 3,Folk-Rock,0,7
Early Bird,296,Aquarius Heaven,Parallela Mundi - EP,Electronic,0,7
Up for Grabs,177,"Astronauts, etc.",Mind Out Wandering,Alternative,0,7
Control,185,"Astronauts, etc.",Mind Out Wandering,Alternative,0,7
"Peer Gynt, Op. 23: No. 26. Solveig's cradle song",337,"Barbara Bonney, Tor Stokke, Gosta Ohlins Vocal Ensemble, Pro Musica Chamber Choir, Gösta Ohlin, Gothenburg Symphony Orchestra & Neeme Järvi","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
Happy Days Are Here Again,184,Barbra Streisand,The Barbra Streisand Album,Pop,0,7
Icarus (feat. Ari Lennox),263,Bas,Milky Way,Hip-Hop/Rap,0,7
Front Desk,201,Bas,Milky Way,Hip-Hop/Rap,0,7
Barack Obama Special,188,Bas,Milky Way,Hip-Hop/Rap,0,7
Infinity,20,Bas,Milky Way,Hip-Hop/Rap,0,7
Designer,174,Bas,Milky Way,Hip-Hop/Rap,0,7
Sgt. Pepper's Lonely Hearts Club Band,122,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,7
With a Little Help From My Friends,164,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,7
While My Guitar Gently Weeps,287,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,7
Don't Let Me Down,216,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,7
Across the Universe,230,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,7
Aubade,160,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
Aftermath,165,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
Amaya's Theme (Version 2),117,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
Object Input,130,Ben Salisbury & Suvi-Eeva Äikäs,Devs (Original Series Soundtrack),Soundtrack,0,7
She Wants To (Get on Down),195,Bill Withers,Menagerie,Pop,0,7
Let Me Be the One You Need,286,Bill Withers,Menagerie,Pop,0,7
Acoustic,172,Billy Raffoul,1975 - EP,Alternative,2,7
I'm Not a Saint,195,Billy Raffoul,1975 - EP,Alternative,0,7
Until the Hurting Is Gone,198,Billy Raffoul,1975 - EP,Alternative,0,7
Shelter,225,Birdy,Birdy (Deluxe Version),Alternative,0,7
Comforting Sounds (Bonus Track),537,Birdy,Birdy (Deluxe Version),Alternative,0,7
Next Girl,198,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Alternative,0,7
I'll Keep It With Mine,224,Bob Dylan,Biograph,Rock,0,7
Romance In Durango (Live),278,Bob Dylan,Biograph,Rock,0,7
A Hard Rain's A-Gonna Fall (Live),316,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,7
Tangled Up In Blue (Live),281,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,7
Blowin' In the Wind,167,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
Maggie's Farm,235,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
Mr. Tambourine Man,326,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
If Not for You,161,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
I Shall Be Released,182,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
You Ain't Goin' Nowhere,164,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
Jokerman,376,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,7
Like a Rolling Stone,372,Bob Dylan,Highway 61 Revisited,Rock,0,7
Just Like Tom Thumb's Blues,332,Bob Dylan,Highway 61 Revisited,Rock,0,7
Ballad of a Thin Man (Mono Version),349,Bob Dylan,The Original Mono Recordings,Rock,2,7
Stupid,232,Bobby Womack,The Bravest Man In the Universe,Electronic,0,7
Hitch a Ride,252,Boston,Boston,Rock,0,7
Dounia Djanjo,292,Boubacar Traoré,Mbalimaou,African,0,7
Hona,339,Boubacar Traoré,Mbalimaou,African,0,7
Fogniana Kouma,234,Boubacar Traoré,Mbalimaou,African,0,7
Sun Sukd,288,Bruce Haack,Haackula,Electronic,0,7
Haackula,37,Bruce Haack,Haackula,Electronic,0,7
Psycho Killer,268,Bruce Lash,Prozak for Lovers II,Pop,0,7
Reason to Believe,249,Bruce Springsteen,Nebraska,Rock,0,7
Spiderhead,223,Cage the Elephant,Melophobia,Alternative,0,7
Telescope,228,Cage the Elephant,Melophobia,Alternative,0,7
Teeth,327,Cage the Elephant,Melophobia,Alternative,2,7
Glowing Heart of the World,290,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,7
Hello Again,226,The Cars,Heartbeat City,Pop,0,7
Why Can't I Have You,244,The Cars,Heartbeat City,Rock,0,7
Fallout,213,Catfish and the Bottlemen,The Balcony,Alternative,0,7
Hourglass,141,Catfish and the Bottlemen,The Balcony,Alternative,0,7
Burn Out,137,Charles Pasi,Bricks,Jazz,0,7
No Geography,190,The Chemical Brothers,No Geography,Electronic,0,7
MAH,336,The Chemical Brothers,No Geography,Electronic,0,7
Sweet,292,Cigarettes After Sex,Cigarettes After Sex,Alternative,2,7
Rebel Waltz,206,The Clash,Sandinista!,Punk,0,7
Up In Heaven (Not Only Here),272,The Clash,Sandinista!,Punk,0,7
Midnight,295,Coldplay,Ghost Stories,Alternative,0,7
Kate McCannon,274,Colter Wall,Colter Wall,Singer/Songwriter,0,7
One Last Breath,238,Creed,Weathered,Rock,0,7
Guinevere,279,"Crosby, Stills & Nash","Crosby, Stills & Nash",Rock,2,7
A Forest,283,The Cure,The Cure: Greatest Hits,Alternative,0,7
Lullaby,249,The Cure,The Cure: Greatest Hits,Alternative,0,7
Give Life Back to Music,274,Daft Punk,Random Access Memories,Pop,0,7
Fragments of Time (feat. Todd Edwards),280,Daft Punk,Random Access Memories,Pop,2,7
Războinicii,128,Dan Chebac,Caseta Folk 3,Folk-Rock,0,7
When the Morning Comes,191,Daryl Hall & John Oates,Abandoned Luncheonette,Pop,0,7
Had I Known You Better Then,202,Daryl Hall & John Oates,Abandoned Luncheonette,Pop,0,7
It's a Laugh (Remastered),225,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates (Remastered),Pop,0,7
Big Bill Blues,199,Dave Alvin & Phil Alvin,Common Ground: Dave Alvin & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,Rock,0,7
The Big Dream,247,David Lynch,The Big Dream,Alternative,0,7
Last Call,229,David Lynch,The Big Dream,Alternative,0,7
I Want You,227,David Lynch,The Big Dream,Alternative,0,7
Your Ghost,161,The Decemberists,I'll Be Your Girl,Alternative,0,7
I'll Be Your Girl,154,The Decemberists,I'll Be Your Girl,Alternative,0,7
What Have I Done,217,Dermot Kennedy,Without Fear,Singer/Songwriter,0,7
Good Time Charlie,127,Devendra Banhart,Ape in Pink Marble,Alternative,0,7
Theme for a Taiwanese Woman in Lime Green,263,Devendra Banhart,Ape in Pink Marble,Alternative,0,7
Hampstead Incident,282,Donovan,The Essential Donovan,Rock,0,7
There Is a Mountain (Single Version),155,Donovan,The Essential Donovan,Rock,0,7
Sun,195,Donovan,The Essential Donovan,Rock,0,7
Light My Fire,412,The Doors,The Very Best of The Doors,Rock,0,7
People Are Strange,133,The Doors,The Very Best of The Doors,Rock,0,7
"Hello, I Love You",136,The Doors,The Very Best of The Doors,Rock,0,7
Touch Me,192,The Doors,The Very Best of The Doors,Rock,0,7
New Kid In Town,305,Eagles,Hotel California,Rock,0,7
Paradise Hotel,246,Eliza Gilkyson,Paradise Hotel,Country,0,7
By Strauss,153,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,7
The Real American Folk Song,227,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,7
Clap Yo' Hands,151,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,7
Walo,388,Étoile de Dakar,Lay Suma Lay: Vol. 3,African,0,7
The Night Josh Tillman Came To Our Apt.,216,Father John Misty,"I Love You, Honeybear",Alternative,0,7
Here I Am,192,The Filthy Souls,Here I Am - Single,Pop,0,7
Little Lies,218,Fleetwood Mac,Greatest Hits,Rock,2,7
South London Forever,263,Florence + the Machine,High As Hope,Alternative,0,7
Break It Up,255,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,7
Can't Wait,272,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,7
I'll Fight for You,364,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,7
Starrider (Live 2005),424,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,7
Seigfried,335,Frank Ocean,Blonde,Pop,0,7
Godspeed,178,Frank Ocean,Blonde,Pop,0,7
Please Send Me Someone to Love,239,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,7
Ain't No Big Deal On You,213,Freddie King,The Best of Freddie King: The Shelter Records Years,Blues,0,7
Time Waits for No One,199,Freddie Mercury,Never Boring,Rock,0,7
Absent Minded,279,Gabríel Ólafs,Absent Minded,New Age,0,7
Lóa,213,Gabríel Ólafs,Absent Minded,New Age,0,7
M.E.,338,Gary Numan,The Pleasure Principle (30th Anniversary Edition),New Wave,0,7
Time to Undress,190,General Elektriks,Cliquety Kliqk,Alternative,0,7
Le Carousel Cosmique,117,General Elektriks,Cliquety Kliqk,Alternative,0,7
Entering Devs / The Machine,388,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
Sudoku,141,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
The Day Will Break,111,Geoff Barrow & Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,7
Essential,452,Giovanni Damico,The Essential - EP,House,0,7
Drums & Keys,341,Giovanni Damico,The Essential - EP,House,0,7
Murmuration,253,GoGo Penguin,V2.0,Jazz,0,7
Garden Dog Barbecue,225,GoGo Penguin,V2.0,Jazz,0,7
Fort,197,GoGo Penguin,V2.0,Jazz,0,7
"Peer Gynt, Op. 23: No. 4. Ingrid's Lament",225,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
"Peer Gynt, Op. 23: No. 9. Dance of the Mountain King's daughter",108,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
"Peer Gynt, Op. 23: No. 21.Peer Gynt's homecoming.Stormy evening on the sea",137,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
"Sigurd Jorsalfar, Op. 22: I. Prelude to Act I",130,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
"Peer Gynt, Op. 23: No. 3. Springar",127,"Gothenburg Symphony Orchestra, Neeme Järvi & Knut Buen","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
"Peer Gynt, Op. 23: No. 1. At the Wedding (Prelude to Act I)",301,"Gothenburg Symphony Orchestra, Neeme Järvi & Paul Cortese","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
Only For You,308,Heartless Bastards,Arrow,Rock,0,7
Dirty Sanchez,262,Iggy Pop,Free,Rock,0,7
Do Not Go Gentle into That Good Night,108,Iggy Pop,Free,Rock,0,7
Pda,300,Interpol,Turn On the Bright Lights,Alternative,0,7
Obvs,231,Jamie xx,In Colour,Electronic,0,7
Procedentem sponsum,170,Jan Garbarek & Hilliard Ensemble,Officium,Classical,2,7
Ave Maris Stella,254,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,7
Virgo flagellatur,320,Jan Garbarek & Hilliard Ensemble,Officium,Classical,0,7
Freedom,206,Jimi Hendrix,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,7
Dolly Dagger,285,Jimi Hendrix,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,7
Fire,164,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,7
Voodoo Child (Slight Return),312,The Jimi Hendrix Experience,Experience Hendrix: The Best of Jimi Hendrix,Rock,0,7
In My Life,177,Johnny Cash,American IV: The Man Comes Around,Country,0,7
Ice Age,144,Joy Division,Still,Alternative,0,7
Something Must Break,169,Joy Division,Still,Alternative,0,7
Dead Souls,294,Joy Division,Still,Alternative,0,7
Cry Me a River,180,Julie London,Julie Is Her Name,Rock,0,7
Lucienne,320,Justus Köhncke,Was ist Musik,Pop,0,7
Was ist Musik,302,Justus Köhncke,Was ist Musik,Pop,0,7
Jet,315,Justus Köhncke,Was ist Musik,Pop,0,7
Du bist nicht allein,280,Justus Köhncke,Was ist Musik,Pop,0,7
Weil du mich verstehst,214,Justus Köhncke,Was ist Musik,Pop,0,7
Departures,263,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,7
Introducing Louis Pachini,292,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,7
"The Flower Duet (From ""Lakmé"")",233,"Katherine Jenkins, Dame Kiri Te Kanawa, Philharmonia Orchestra & Anthony Inglis",The Platinum Collection,Classical,2,7
Hallelujah,289,"Katherine Jenkins, Nicholas Dodd & Crouch End Festival Chorus",The Platinum Collection,Classical,2,7
Quello che farò (Sarà per te),259,"Katherine Jenkins, Philharmonia Orchestra & Nicholas Dodd",The Platinum Collection,Classical,0,7
"Lascia ch'io pianga (From ""Rinaldo"", HWV 7)",196,"Katherine Jenkins, The Arcadian Ensemble & James Morgan",The Platinum Collection,Classical,0,7
Gymnopedie No. 1,182,"Katherine Jenkins, The Arcadian Ensemble & James Morgan",The Platinum Collection,Classical,0,7
Thank You Stars,219,Katie Melua,Ultimate Collection,Pop,0,7
Wonderful Life,244,Katie Melua,Ultimate Collection,Pop,0,7
The Walls of the World,205,Katie Melua,Ultimate Collection,Pop,0,7
Perfect World,265,Katie Melua,Ultimate Collection,Pop,2,7
Midnight,315,Khruangbin & Leon Bridges,Texas Sun - EP,Indie Rock,0,7
Jenny Was a Friend of Mine,245,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,7
I Don't Know What I Can Save You From (Remix),253,Kings of Convenience,Versus,Rock,0,7
Shivering Waltz,415,Kira Neris,A Frozen Second,Jazz,0,7
"Sigurd Jorsalfar, Op. 22: IV. The Northland Folk",364,"Kjell Magnus Sandve, Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
Koop Island Blues,276,Koop,Coup de Grâce (Bonus Version),Jazz,0,7
Waltz for Koop,187,Koop,Coup de Grâce (Bonus Version),Jazz,0,7
Forces... Darling,305,Koop,Coup de Grâce (Bonus Version),Jazz,0,7
Summer Sun,227,Koop,Coup de Grâce (Bonus Version),Jazz,0,7
Let's Elope,197,Koop,Coup de Grâce (Bonus Version),Jazz,0,7
Darkness Descends,220,Laura Marling,I Speak Because I Can,Pop,0,7
i used to,332,LCD Soundsystem,american dream,Electronic,0,7
american dream,367,LCD Soundsystem,american dream,Electronic,0,7
The Night of Santiago,255,Leonard Cohen,Thanks for the Dance,Rock,0,7
On the Level,208,Leonard Cohen,You Want It Darker,Rock,0,7
I Love Paris,141,Les Baxter,Easy Listening Legend,Vocal,0,7
Cherry Pink (And Apple Blossom White),176,Les Baxter,Easy Listening Legend,Vocal,0,7
Mozambique,186,Les Baxter,Easy Listening Legend,Vocal,0,7
Quiet Village,154,Les Baxter,Easy Listening Legend,Vocal,0,7
Tumpa,199,Les Baxter & Yma Sumac,Easy Listening Legend,Vocal,0,7
Rumble,148,Link Wray and His Ray Men,Link Wray and His Raymen: Jack the Ripper,Rock & Roll,0,7
Homemade Dynamite,190,Lorde,Melodrama,Alternative,0,7
Dirty Blvd.,209,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,7
Magician (Internally),383,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,7
Dreamin' (Escape),310,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,7
No Chance (Regret),195,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,7
Magic and Loss (Summation),400,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,7
I Wanna Know (The Pit and the Pendulum) [feat. The Blind Boys of Alabama],419,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Science of the Mind,96,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Tripitena's Speech,139,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Vanishing Act (Live Version),331,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,7
Street Hassle (Live Version),420,Lou Reed,The Sire Years: Complete Albums Box,Rock,2,7
Revien Cherie (Live Version),432,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Sunday Morning (Live Version),305,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Candy Says (Live Version),364,Lou Reed,The Sire Years: Complete Albums Box,Rock,0,7
Style It Takes,174,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,2,7
Images,210,Lou Reed & John Cale,The Sire Years: Complete Albums Box,Rock,0,7
Love's Madness,247,Lund Quartet,Lund Quartet,Jazz,0,7
Hotel California,367,Lydia Lunch & Cypress Grove,Twin Horses,Alternative,0,7
Always a Use,159,Madeleine Peyroux,Dreamland,Rock,0,7
"Peer Gynt, Op. 23: No. 5. Peer Gynt and the herd girls",239,"Maria Andersson, Monica Einarson, Charlotte Forsberg, Toralv Maurstad, Gothenburg Symphony Orchestra, Neeme Järvi, Gösta Ohlin's Voc. Ensemble & Pro Musica Chamber Choir & Gösta Ohlin","Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,7
